excluida;linha;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;AVALIADOR.3;AVALIADOR.2;AVALIADOR.1;VOTO.COERENTE;VOTO.INCOERENTE;COERENCIA.FINAL;dptOIE;stanford;orange;mquni;lys;sistemas;COERÊNCIA
;1109;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para os mais jovens ou estreantes para dois ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1110;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para os mais jovens Por sua vez ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1111;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano para dois ;1;1;1;3;0;1;0;0;1;1;1;orange, mquni, lys;1
;1112;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano para dois , produzidos para estreantes ;1;1;1;3;0;1;1;0;1;1;1;orange, mquni, lys, dptoie;1
;1113;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano para dois , produzidos para estreantes Por sua vez ;0;1;0;1;2;0;1;0;1;1;1;orange, mquni, lys, dptoie;0
;1114;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano para dois , produzidos para os mais jovens ;1;1;1;3;0;1;1;0;1;1;1;orange, mquni, lys, dptoie;1
;1115;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes ;1;1;1;3;0;1;1;0;1;1;1;orange, mquni, lys, dptoie;1
;1116;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano para dois , produzidos para os mais jovens Por sua vez ;0;1;0;1;2;0;1;0;1;1;1;orange, mquni, lys, dptoie;0
;1117;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;para dois ;0;0;1;1;2;0;0;1;1;1;1;stanford, orange, mquni, lys;1
;1118;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;para dois , produzidos para os mais jovens ou estreantes ;0;0;1;1;2;0;1;0;0;0;0;dptoie;1
;1119;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;por ano ;0;0;0;0;3;0;0;0;1;1;1;orange, mquni, lys;0
;1120;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;Por sua vez ;0;1;0;1;2;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1121;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;produzidos para os mais jovens ou estreantes ;0;0;0;0;3;0;0;0;1;1;1;orange, mquni, lys;0
;1122;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;os fenômenos psíquicos ; deveriam se explicar;onde ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1123;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;com Sulloway ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1124;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;De fato ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1125;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;em comum ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1126;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;em comum com Sulloway ;0;1;0;1;2;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1127;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;em comum com Sulloway um interesse por a biologia ;1;1;1;3;0;1;0;1;1;0;0;stanford, orange;1
;1128;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;em comum com Sulloway um interesse por a biologia como campo ;0;0;0;0;3;0;0;0;0;1;1;mquni, lys;0
;1129;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1130;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;um interesse como campo onde os fenômenos psíquicos deveriam se explicar ;0;0;0;0;3;0;0;1;1;0;0;stanford, orange;0
;1131;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;um interesse onde os fenômenos psíquicos deveriam se explicar ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;1132;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;um interesse por a biologia ;1;1;1;3;0;1;0;1;1;0;0;stanford, orange;1
;1133;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;um interesse por a biologia como campo ;0;0;1;1;2;0;0;0;0;1;1;mquni, lys;1
;1134;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar ;1;1;1;3;0;1;1;0;0;0;0;dptoie;1
;1135;96;De fato , Wright tem em comum com Sulloway um interesse por a biologia como campo onde os fenômenos psíquicos deveriam se explicar . ;Wright ; tem;um interesse por a biologia onde os fenômenos psíquicos deveriam se explicar ;0;1;1;2;1;1;0;0;0;1;0;mquni;1
;1136;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;;;;;;0;0;1;0;1;0;0;0;0;dptoie;0
;1137;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; contada;por Peter Bogdanovich ;0;1;0;1;2;0;0;0;1;0;1;orange, lys;0
;1138;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; contada;por Peter Bogdanovich ( e aqui miseravelmente resumida ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1139;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; contada;por Peter Bogdanovich ( e aqui miseravelmente resumida ) ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1140;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; contada;por Peter Bogdanovich e aqui miseravelmente resumida ;0;1;0;1;2;0;0;0;0;1;0;mquni;0
;1141;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; contada;por Peter Bogdanovich e aqui miseravelmente resumida ) ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1142;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1143;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso ;0;1;0;1;2;0;0;0;1;0;0;orange;0
;1144;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso coadjuvantes com a equipe por a ferocidade que tratava suas estrelas ;0;1;0;1;2;0;0;0;0;1;0;mquni;0
;1145;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso com que tratava suas estrelas ;0;1;0;1;2;0;0;0;1;0;0;orange;0
;1146;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade coadjuvantes com a equipe ;0;1;0;1;2;0;0;1;0;1;0;stanford, mquni;0
;1147;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade coadjuvantes com a equipe e por a ferocidade ;0;1;0;1;2;0;0;0;1;0;0;orange;0
;1148;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade coadjuvantes por a ferocidade com que tratava suas estrelas ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1149;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes ;1;1;1;3;0;1;0;1;1;1;0;stanford, orange, mquni;1
;1150;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;1151;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade ;0;1;1;2;1;1;0;0;1;0;0;orange;1
;1152;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas ;1;1;1;3;0;1;0;1;1;0;0;stanford, orange;1
;1153;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade que tratava suas estrelas ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;1154;97;A história , contada por Peter Bogdanovich ( e aqui miseravelmente resumida ) , dá conta de a personalidade de o diretor , famoso por sua afabilidade com os atores coadjuvantes e com a equipe e por a ferocidade com que tratava suas estrelas . ;A história ; dá;conta de a personalidade de o diretor por a ferocidade ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;1155;98;O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ;Abib Miguel ; disse;;0;0;0;0;3;0;1;1;1;1;1;stanford, stanford, orange, orange, mquni, mquni, lys, lys, dptoie, dptoie;0
;1156;98;O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ;O diretor geral de a Assembléia Legislativa ; disse;;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1157;98;O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ;O diretor geral de a Assembléia Legislativa ; é;Abib Miguel ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
X;1158;98;O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ;três computadores ; que foram levados;;x;x;x;0;0;0;0;0;0;0;1;lys, lys, lys;x
X;1159;98;O diretor - geral de a Assembléia Legislativa , Abib Miguel , disse que foram levados três computadores e cinco máquinas de escrever eletrônicas . ;três computadores e cinco máquinas de escrever ; que foram levados;;x;x;x;0;0;0;1;1;0;0;0;stanford, stanford, stanford, dptoie, dptoie, dptoie;x
